"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"March 20, 2018",Michigan,Detroit,"13500 Manor St",0,1,N/A
"March 20, 2018",Florida,"Boca Raton","500 NE Spanish River Blvd",0,1,N/A
"March 20, 2018",Michigan,Detroit,"6000 BLOCK OF W OUTER DR",0,1,N/A
"March 20, 2018",Michigan,Detroit,"WOODWARD AVE AND MACK AVE",0,1,N/A
"March 20, 2018",Michigan,Detroit,"700 BLOCK OF PHILIP ST",0,1,N/A
"March 20, 2018",Minnesota,Minneapolis,"E 36th St and 2nd Ave S",0,1,N/A
"March 20, 2018",California,"Los Angeles","300 block of E 101st St",1,1,N/A
"March 20, 2018",Maryland,Baltimore,"1400 block of McCulloh St",0,1,N/A
"March 20, 2018","New York","Middle Island","99 Middle Island Blvd",0,1,N/A
"March 20, 2018",Maryland,Baltimore,"300 block of S Calhoun St",0,1,N/A
"March 20, 2018",Michigan,Muskegon,"500 block of W Grand Ave",0,1,N/A
"March 20, 2018",Maryland,Baltimore,"2500 block of Emerson St",0,1,N/A
"March 20, 2018","South Carolina",Bennettsville,"Marshall St",0,1,N/A
"March 20, 2018",Illinois,Chicago,"5800 block of S Peoria St",0,1,N/A
"March 20, 2018",Illinois,Chicago,"900 block of N Menard Ave",0,1,N/A
"March 20, 2018",Illinois,Chicago,"10400 block of S King Dr",0,1,N/A
"March 20, 2018",Georgia,Moultrie,"100 block of Sixth Street NW",0,1,N/A
"March 20, 2018",California,Oxnard,"1300 block of Huntswood Way",0,1,N/A
"March 20, 2018",Nevada,"Las Vegas","4855 Boulder Hwy",1,1,N/A
"March 20, 2018","North Carolina",Greenville,"800 block of Peed Dr",0,1,N/A
"March 20, 2018",Texas,Duncanville,"200 block of Martin Luther Cir",0,1,N/A
"March 20, 2018",Alabama,Montgomery,"1700 block of S Holt St",0,1,N/A
"March 20, 2018",Maryland,Baltimore,N/A,0,1,N/A
"March 20, 2018",Missouri,"Saint Louis","Halls Ferry Circle",0,1,N/A
"March 20, 2018",Maryland,"Great Mills","21130 Great Mills Rd",2,1,N/A
"March 19, 2018",Georgia,Augusta,"312 Timbercreek Ln",0,1,N/A
"March 19, 2018",California,Hemet,"39000 Block of San Ignacio Rd",1,1,N/A
"March 19, 2018",Tennessee,Memphis,"1192 Jackson Ave",0,1,N/A
"March 19, 2018",Indiana,Indianapolis,"400 block of N Bradley Ave",0,1,N/A
"March 19, 2018",Kentucky,Louisville,"200 E Chestnut St",0,1,N/A
"March 19, 2018",Indiana,Indianapolis,"2800 block of Robson St",0,1,N/A
"March 19, 2018",Indiana,Indianapolis,"4100 block of N Riley Ave",0,1,N/A
"March 19, 2018",Mississippi,Kosciusko,"N Natchez St and Woodard Ln",0,1,N/A
"March 19, 2018",Virginia,Portsmouth,"34 Grand St",0,1,N/A
"March 19, 2018",Michigan,"Emmett (Emmett Township)",I-94,0,1,N/A
"March 19, 2018",Illinois,Taylorville,"500 block of S Walnut St",1,3,N/A
"March 19, 2018",Connecticut,Hartford,"20 Woodland Dr",0,1,N/A
"March 19, 2018",Texas,"San Marcos","Sherbarb Dr and Smith Ln",1,1,N/A
"March 19, 2018",Arizona,Tucson,"1150 E Irvington Rd",0,2,N/A
"March 19, 2018","New York",Buffalo,"Langfield Dr and Suffolk St",0,1,N/A
"March 19, 2018",Virginia,Richmond,"6400 Sexton Dr",0,1,N/A
"March 19, 2018",Tennessee,Jackson,"Stonewall St  and Lane Ave",0,1,N/A
"March 19, 2018",Iowa,"Cedar Rapids","639 40th St SE",1,1,N/A
"March 19, 2018",Kentucky,Louisville,"S. 24th and Market street",0,1,N/A
"March 19, 2018",Florida,Tampa,"N Hubert Ave and W Alva St",0,1,N/A
"March 19, 2018",Tennessee,Memphis,"Lamar Ave",0,1,N/A
"March 19, 2018",California,Arcadia,"4273 Live Oak Ave",0,1,N/A
"March 19, 2018",Washington,"Seattle (Burien)","13515 Ambaum Blvd SW",0,1,N/A
"March 19, 2018",Wisconsin,Milwaukee,"3500 block of N 39th St",0,1,N/A
"March 19, 2018",Kansas,Lawrence,"768 E 661 Diagonal Rd",0,1,N/A
"March 19, 2018",Louisiana,"New Orleans","2100 block of Eads Street",0,1,N/A
"March 19, 2018",Louisiana,"New Orleans","2800 block of Boyd Street",0,1,N/A
"March 19, 2018",Texas,Austin,"Rogge Ln and Manor Rd",0,1,N/A
"March 19, 2018",Missouri,Pattonsburg,"US-69 and State Rd N",0,1,N/A
"March 19, 2018",Mississippi,Vicksburg,"Oakland Street",0,1,N/A
"March 19, 2018",Michigan,Detroit,"13500 BLOCK OF NORFOLK ST",0,1,N/A
"March 19, 2018",Michigan,Detroit,"700 BLOCK OF HAZELWOOD ST",0,1,N/A
"March 19, 2018",Michigan,Detroit,"19400 BLOCK OF CONCORD ST",0,1,N/A
"March 19, 2018",Michigan,Detroit,"18000 block of Lakeworth St",0,1,N/A
"March 19, 2018",Michigan,Flint,"3100 block of Woodrow Ave",0,1,N/A
"March 19, 2018",Georgia,"Atlanta (Hapeville)","I-75 and Central Ave",0,1,N/A
"March 19, 2018",Ohio,Cincinnati,"Reading Rd and McGregor Ave",0,2,N/A
"March 19, 2018",Florida,Orlando,"1823 S Orange Ave",0,1,N/A
"March 19, 2018","South Carolina",Okatie,"Mudbar Rd",0,1,N/A
"March 19, 2018",Wisconsin,Milwaukee,"54th St and Mitchell St",0,1,N/A
"March 19, 2018",Illinois,Carbondale,"400 block of N Robert A Stalls Ave",0,1,N/A
"March 19, 2018",Illinois,Chicago,"2700 block of W 25th St",0,1,N/A
"March 19, 2018",California,Bakersfield,"Chester Ave",0,1,N/A
"March 19, 2018",Colorado,Denver,"E 41st Ave and Colorado Blvd",1,0,N/A
"March 19, 2018",Texas,Dallas,"3243 Merrifield Ave",0,1,N/A
"March 19, 2018",Oregon,Portland,"Northwest Naito Parkway",0,1,N/A
"March 19, 2018","South Carolina","Travelers Rest","Blue Ridge Dr",0,1,N/A
"March 19, 2018",Delaware,Milford,"1029 S Walnut St",0,1,N/A
"March 19, 2018","New York",Brooklyn,"104-75 Foster Ave",0,1,N/A
"March 19, 2018",California,Oxnard,"1000 block of W Gonzales",0,1,N/A
"March 19, 2018","North Carolina",Burgaw,"Bell Williams Rd",0,1,N/A
"March 19, 2018","North Carolina",Fayetteville,"900 block of Rochester Dr",0,1,N/A
"March 19, 2018",Mississippi,Natchez,"203 Alabama St",0,1,N/A
"March 19, 2018",Mississippi,Jackson,"3500 block of Exchange Dr",0,2,N/A
"March 19, 2018",Mississippi,Meridian,"4200 block of Davis Street",0,1,N/A
"March 19, 2018",Mississippi,Jackson,"300 block of William McKinley Circle",0,1,N/A
"March 18, 2018",Oklahoma,"Oklahoma City","SE 33rd St and S Santa Fe Ave",0,1,N/A
"March 18, 2018",Tennessee,"Chattanooga (East Ridge)","1300 block of Altamaha St",0,1,N/A
"March 18, 2018",Wisconsin,Milwaukee,"4800 block of N 51st Blvd",0,1,N/A
"March 18, 2018",Maryland,Bowie,"2100 block of Woodvale Ln",0,1,N/A
"March 18, 2018",Georgia,Athens,"155 Hickman Dr",0,2,N/A
"March 18, 2018",Oklahoma,"Oklahoma City","N Pennsylvania Ave and NW 16th St",0,1,N/A
"March 18, 2018",Missouri,"Saint Louis",N/A,0,1,N/A
"March 18, 2018",Missouri,"Saint Louis","4778 S Spring Ave",0,1,N/A
"March 18, 2018",Arizona,Phoenix,"12th St and Bell Rd",0,1,N/A
"March 18, 2018",California,Oakland,"8000 block of International Blvd",0,1,N/A
"March 18, 2018",California,Oakland,"1200 block of 62nd St",0,1,N/A
"March 18, 2018",California,Oakland,"2600 block of 22nd Ave",0,1,N/A
"March 18, 2018","West Virginia",Charleston,"706 Lee St E",0,2,N/A
"March 18, 2018",Tennessee,Jackson,"217 Lincoln Cir",0,1,N/A
"March 18, 2018",Ohio,Cleveland,"Detroit Ave and W 112th St",0,1,N/A
"March 18, 2018",Washington,Brewster,"502 North Star Rd",1,1,N/A
"March 18, 2018","North Carolina",Zebulon,"Pearces Rd",0,2,N/A
"March 18, 2018",Virginia,Norfolk,N/A,0,1,N/A
"March 18, 2018",Arkansas,"Hot Springs National Park (Hot Springs)","3837 Central Ave",0,1,N/A
"March 18, 2018",Mississippi,Pearl,"George Kersh Drive",0,1,N/A
"March 18, 2018",Ohio,Norwalk,"Woodlawn Ave",0,1,N/A
"March 18, 2018",Mississippi,Gulfport,"20th Avenue and 30th Street",0,1,N/A
"March 18, 2018",Michigan,Detroit,"9600 BLOCK OF GRATIOT AVE",0,1,N/A
"March 18, 2018","North Carolina",Charlotte,"5600 block of Farmpond Ln",0,1,N/A
"March 18, 2018",Michigan,Detroit,"22100 BLOCK OF MOROSS RD",0,1,N/A
"March 18, 2018","North Carolina","Red Springs","Brooklyn St",0,1,N/A
"March 18, 2018",Louisiana,Lafayette,"100 block of Wilbourn Boulevard",0,1,N/A
"March 18, 2018",Michigan,Detroit,"FENMORE ST AND W MCNICHOLS RD",0,1,N/A
"March 18, 2018",Michigan,Detroit,"8700 BLOCK OF HERITAGE PL",0,1,N/A
"March 18, 2018",Ohio,Columbus,"1420 E 5th Ave",0,1,N/A
"March 18, 2018",Michigan,Detroit,"ROCHELLE ST AND QUEEN ST",0,1,N/A
"March 18, 2018",Colorado,Denver,"3700 block of N Fillmore St",0,1,N/A
"March 18, 2018",Ohio,Cleveland,"W 65th St and Colgate Ave",0,1,N/A
"March 18, 2018",Wisconsin,Sparta,"Williams Ln",0,1,N/A
"March 18, 2018",Tennessee,Chattanooga,"E 49th St and Hooker Rd",0,1,N/A
"March 18, 2018",Ohio,Cleveland,"2500 block of E 35th St",0,2,N/A
"March 18, 2018",Florida,Okeechobee,"245 SE US Hwy 441",0,1,N/A
"March 18, 2018",Georgia,Atlanta,"50 Upper Alabama St",0,1,N/A
"March 18, 2018",Ohio,Cincinnati,"Moosewood Ave",0,1,N/A
"March 18, 2018",Kentucky,Louisville,"10500 block of Hill Park Dr",0,1,N/A
"March 18, 2018","South Carolina",Marion,"US 76",0,2,N/A
"March 18, 2018",Illinois,Quincy,"740 Country Club Heights",0,1,N/A
"March 18, 2018","New Jersey",Bridgeton,"Irving Ave",0,1,N/A
"March 18, 2018",Georgia,Tennille,"Smith St",1,1,N/A
"March 18, 2018",Illinois,Rockford,"2000 block of Chestnut St",0,1,N/A
"March 18, 2018",Georgia,Macon,"5411 Houston Rd",0,1,N/A
"March 18, 2018","New Jersey",Trenton,"800 block of Stuyvesant Ave",0,1,N/A
"March 18, 2018",Illinois,Carbondale,"1200 block of N Bridge St",0,1,N/A
"March 18, 2018",Michigan,Detroit,"1500 E 7 Mile Rd",0,1,N/A
"March 18, 2018",Michigan,Detroit,"6000 block of W Outer Dr",0,1,N/A
"March 18, 2018",Alaska,Sitka,"3300 block of Halibut Point Rd",0,1,N/A
"March 18, 2018",Florida,"Palm Bay","Woodstock Dr",0,1,N/A
"March 18, 2018",Florida,Hudson,"Fawn Dr",0,1,N/A
"March 18, 2018",California,Tracy,"3511 N Tracy Blvd",0,1,N/A
"March 18, 2018",Florida,"Boynton Beach","1866 5th St NE",0,1,N/A
"March 18, 2018",Maryland,Baltimore,"3400 block of Belair Rd",0,1,N/A
"March 18, 2018",Maryland,Baltimore,"1500 block of Spruce St",0,1,N/A
"March 18, 2018",Maryland,Baltimore,"300 block of S Franklintown Rd",0,1,N/A
"March 18, 2018",Maryland,Baltimore,"1300 block of N Milton Ave",0,1,N/A
"March 18, 2018",Maryland,Baltimore,"700 block of N Longwood St",0,2,N/A
"March 18, 2018",Iowa,Waterloo,"120 Sumner St",0,1,N/A
"March 18, 2018",Illinois,Chicago,"6400 block of S Honore St",0,1,N/A
"March 18, 2018","New York",Brooklyn,"E 98th St",0,1,N/A
"March 18, 2018","New York",Brooklyn,"Clarkson Ave",0,1,N/A
"March 18, 2018","South Carolina",Columbia,"200 block of Berryhill Rd",1,1,N/A
"March 18, 2018",Indiana,Indianapolis,"1400 N Tremont Street",1,1,N/A
"March 18, 2018",Illinois,Chicago,"5300 block of S Talman Ave",0,1,N/A
"March 18, 2018",Illinois,Chicago,I-94,0,2,N/A
"March 18, 2018",Illinois,Chicago,"3500 block of N Menard Ave",0,1,N/A
"March 18, 2018",Illinois,Chicago,"3600 block of W Lexington St",0,1,N/A
"March 18, 2018",Illinois,Chicago,"4300 block of N Monticello Ave",0,1,N/A
"March 18, 2018","South Carolina",Columbia,"3106 Broad River Rd",0,3,N/A
"March 18, 2018",Nevada,"Las Vegas","7th St and Fremont St",0,3,N/A
"March 18, 2018",Ohio,Columbus,"2300 block of Vendome Dr",0,1,N/A
"March 18, 2018",Ohio,Columbus,"1470 block of Kenmore Rd",0,1,N/A
"March 18, 2018",Pennsylvania,Philadelphia,"5209 Market St",1,2,N/A
"March 18, 2018",Tennessee,Memphis,"140 Lt George W Lee Ave",0,2,N/A
"March 18, 2018",Oregon,Gresham,"NE Rene Ave and NE 23rd Ave",0,1,N/A
"March 18, 2018",Oregon,Powers,"400 block of Third Ave",0,1,N/A
"March 18, 2018",Washington,"Federal Way","1300 block of SW Campus Dr",0,1,N/A
"March 18, 2018",Mississippi,Booneville,"Magnolia Dr and Elm St",0,1,N/A
"March 18, 2018",California,Sacramento,"1000 block of Second Street",0,2,N/A
"March 18, 2018",California,Watsonville,"Sill Rd",0,1,N/A
"March 17, 2018",Ohio,Cincinnati,"8750 Colerain Ave",0,1,N/A
"March 17, 2018","West Virginia",Martinsburg,"Albert St",0,1,N/A
"March 17, 2018",Oregon,Umatilla,"210 Klickitat St",0,1,N/A
"March 17, 2018",Pennsylvania,Philadelphia,"17th St and Indiana Ave",0,1,N/A
"March 17, 2018",Massachusetts,Springfield,"100 block of Maple St",0,2,N/A
"March 17, 2018",Washington,Seattle,"24th Ave and E Union St",0,1,N/A
"March 17, 2018",Arkansas,"Little Rock","Boyle Park Road",1,1,N/A
"March 17, 2018",Illinois,Chicago,"5800 block of S Shields Ave",0,1,N/A
"March 17, 2018","District of Columbia",Washington,"2600 block of Georgia Ave NW",0,1,N/A
"March 17, 2018",California,"Santa Rosa","2300 block of Corby Ave",0,2,N/A
"March 17, 2018","North Carolina",Asheboro,"1101 Kemp Blvd",0,1,N/A
"March 17, 2018",Utah,Sandy,"9575 State St",0,2,N/A
"March 17, 2018",California,Oakland,"9600 block of Olive St",0,1,N/A
"March 17, 2018","West Virginia","Charleston (Kanawha City)","5000 block of Noyes Ave SE",0,1,N/A
"March 17, 2018",Arizona,Phoenix,"24th St and E Broadway Rd",0,1,N/A
"March 17, 2018",Maryland,Annapolis,"1100 block of Medgar Evers St",0,1,N/A
"March 17, 2018",Virginia,Richmond,"1800 block of N 22nd St",0,1,N/A
"March 17, 2018",California,Whittier,"6700 block of Greenleaf Ave",0,1,N/A
"March 17, 2018",Illinois,Oreana,"200 block of S View St",0,2,N/A
"March 17, 2018","New Jersey",Trenton,"100 block of Old Rose St",0,1,N/A
"March 17, 2018",Louisiana,Shreveport,N/A,0,1,N/A
"March 17, 2018",Kansas,Lawrence,"1400 block of Westbrooke St",0,1,N/A
"March 17, 2018",Indiana,Indianapolis,"30th St and Emerson Ave",0,1,N/A
"March 17, 2018",Alaska,Alakanuk,N/A,0,2,N/A
"March 17, 2018",Louisiana,Shreveport,"Bernice Circle",0,1,N/A
"March 17, 2018",Arkansas,Helena,"1148 Cherry St",1,1,N/A
"March 17, 2018",Kentucky,Louisville,"2928 W Kentucky St",0,7,N/A
"March 17, 2018","North Carolina",Sanford,"3100 block of Cox Mill Rd",0,1,N/A
"March 17, 2018",Alabama,Birmingham,"2000 block of Northland Ave",0,2,N/A
"March 17, 2018",Ohio,Columbus,"Marion Dr N and Fairwood Ave",0,1,N/A
"March 17, 2018",Wisconsin,Milwaukee,"1500 block of S 3rd St",0,1,N/A
"March 17, 2018",Georgia,Columbus,"32nd Ave",0,1,N/A
"March 17, 2018",Missouri,"Saint Louis","5100 block of Gilmore Ave",0,1,N/A
"March 17, 2018",Missouri,"Saint Louis","3900 block of S Broadway Ave",0,2,N/A
"March 17, 2018",Missouri,"Saint Louis","N Kingshighway Blvd and Natural Bridge Rd",0,1,N/A
"March 17, 2018",Georgia,Eatonton,"222 Milledgeville Rd",2,4,N/A
"March 17, 2018",Georgia,Lithonia,"2776 Panola Rd",1,1,N/A
"March 17, 2018",Wisconsin,Milwaukee,"2500 block of W Clybourn St",0,1,N/A
"March 17, 2018",Virginia,Richmond,"5200 block of Hull St",0,1,N/A
"March 17, 2018",Pennsylvania,Pottsville,"300 block of W Arch St",0,1,N/A
"March 17, 2018",Pennsylvania,Pittsburgh,"5500 block of Avondale Pl",0,1,N/A
"March 17, 2018",Florida,Crestview,"202 Virginia St",0,1,N/A
"March 17, 2018",Ohio,Beachwood,"26100 Cedar Rd",0,1,N/A
"March 17, 2018","South Carolina",Florence,"Gaillard St",0,1,N/A
"March 17, 2018",Wisconsin,Milwaukee,"634 W North Ave",0,1,N/A
"March 17, 2018",Michigan,Detroit,"6701 Warren Ave W",0,1,N/A
"March 17, 2018",Michigan,Detroit,"2000 block of W Grand Blvd",0,1,N/A
"March 17, 2018",Wisconsin,Waunakee,"7091 Schumacher Rd",0,1,N/A
"March 17, 2018",Tennessee,Nashville,"1000 Thompson Pl",0,1,N/A
"March 17, 2018","New Jersey",Elizabeth,N/A,0,1,N/A
"March 17, 2018",Alaska,Anchorage,"3500 block of West 88th Ave",0,1,N/A
"March 17, 2018",Florida,Palmetto,"100 block of 17th St E",0,1,N/A
"March 17, 2018",Florida,"Fort Walton Beach","Country Club Dr",0,1,N/A
"March 17, 2018",Ohio,Columbus,"800 block of Mansfield Ave",0,1,N/A
"March 17, 2018",Oklahoma,Altus,"500 block of Sleepy Hollow St",0,1,N/A
"March 17, 2018",Illinois,Chicago,"4900 block of S Ashland Ave",1,1,N/A
"March 17, 2018",California,Hercules,I-80,0,2,N/A
"March 17, 2018",Florida,Ocala,"4596 SE Maricamp Rd",0,1,N/A
"March 17, 2018","New York",Bronx,"Morrison Ave and E 172nd St",0,1,N/A
"March 17, 2018",Florida,"Miami Gardens","20800 block of NW Second Ave",0,2,N/A
"March 17, 2018","New York",Syracuse,"500 block of W Newell St",0,1,N/A
"March 17, 2018",Delaware,Dover,"S Governors Ave and W Division St",0,1,N/A
"March 17, 2018","District of Columbia",Washington,"1200 block of Simms Pl NE",0,1,N/A
"March 17, 2018",Illinois,Harvey,"16700 S Halsted St",0,4,N/A
"March 17, 2018",Illinois,Chicago,"7700 block of S Kedzie Ave",0,1,N/A
"March 17, 2018",Illinois,Chicago,"7900 block of S Colfax Ave",0,1,N/A
"March 17, 2018",Illinois,Chicago,"2100 block of S Millard Ave",0,1,N/A
"March 17, 2018",Illinois,Chicago,"8200 block of S Elizabeth St",0,1,N/A
"March 17, 2018",Illinois,Chicago,"7600 block of S State St",0,1,N/A
"March 17, 2018",Alaska,Anchorage,"7900 block of Old Seward Hwy",0,2,N/A
"March 17, 2018",Louisiana,Shreveport,"Linwood Avenue",0,1,N/A
"March 17, 2018",California,"San Francisco","1100 block of Alabama St",0,1,N/A
"March 17, 2018",Arizona,Payson,"910 S Beeline Hwy",0,1,N/A
"March 17, 2018",California,"Thousand Oaks","190 W Hillcrest Dr",1,1,N/A
"March 17, 2018",Missouri,"Saint Louis (Jennings)","9000 block of W Florissant Ave",0,1,N/A
"March 17, 2018",Mississippi,Natchez,"415 College St",0,3,N/A
"March 17, 2018",Missouri,"Saint Louis","5000 block of Beacon Ave",0,1,N/A
"March 17, 2018",Alabama,Birmingham,"100 block of 12th Avenue North",0,1,N/A
"March 17, 2018",Louisiana,"New Orleans","Felicity Street",0,1,N/A
"March 17, 2018",Louisiana,"New Orleans","2300 block of Second Street",0,1,N/A
"March 16, 2018",California,Riverside,"18500 block of Van Buren Blvd",0,0,N/A
"March 16, 2018",Texas,Spring,"1700 block of Seven Pines Dr",1,1,N/A
"March 16, 2018",Virginia,"Newport News","300 block of Hidenwood Dr",0,1,N/A
"March 16, 2018",Virginia,Suffolk,"700 block of Nixon Dr",0,1,N/A
"March 16, 2018",Tennessee,Tullahoma,"S Franklin St",0,1,N/A
"March 16, 2018",Indiana,Gary,"4121 Cleveland St",0,1,N/A
"March 16, 2018",Indiana,"South Bend","1320 Linden Ave",0,1,N/A
"March 16, 2018",Louisiana,Hammond,"West Thomas Street",0,1,N/A
"March 16, 2018",Illinois,Chicago,"2200 block of W 69th St",0,1,N/A
"March 16, 2018",Tennessee,Memphis,"800 block of Kippley St",0,1,N/A
"March 16, 2018",California,Fresno,"1000 block of E Sampson Ave",0,1,N/A
"March 16, 2018",Texas,"Big Spring","1711 S Gregg St",0,2,N/A
"March 16, 2018",Louisiana,Kenner,"3100 block of Loyola Drive",0,1,N/A
"March 16, 2018",Louisiana,"New Orleans","8800 block of Stroelitz St",1,1,N/A
"March 16, 2018",Oklahoma,"Oklahoma City","Exchange Ave and S Pennsylvania Ave",0,1,N/A
"March 16, 2018","South Carolina",Conway,"Racepath Ave",0,2,N/A
"March 16, 2018",Kentucky,Louisville,"200 block of N 25th St",0,1,N/A
"March 16, 2018","South Carolina",Hopkins,"200 block of Gatlin Dr",0,1,N/A
"March 16, 2018",Alabama,Hanceville,"AL-91 and County Road 747",0,1,N/A
"March 16, 2018",Tennessee,Nashville,"40th Ave N and Clifton St",0,1,N/A
"March 16, 2018",Maryland,Baltimore,N/A,0,1,N/A
"March 16, 2018",Ohio,Youngstown,"221 Belmont Ave",0,1,N/A
"March 16, 2018",Alabama,Andalusia,"Falco Road",0,1,N/A
"March 16, 2018",Ohio,Cleveland,"Ontario St and Carnegie Ave",0,1,N/A
"March 16, 2018",Wisconsin,Milwaukee,"2300 block of W Nash St",0,1,N/A
"March 16, 2018",Ohio,Toledo,"200 block of Islington St",0,1,N/A
"March 16, 2018",Maryland,Baltimore,"200 block of Pontiac Ave",0,1,N/A
"March 16, 2018",Illinois,Chicago,"2400 block of S Whipple St",0,0,N/A
"March 16, 2018",Michigan,Detroit,"GRATIOT AVE AND GUNSTON ST",0,1,N/A
"March 16, 2018","North Carolina",Asheville,"38 N French Broad Ave",0,1,N/A
"March 16, 2018",Wisconsin,Milwaukee,"5800 block of W Silver Spring Dr",0,1,N/A
"March 16, 2018",Pennsylvania,York,"200 block of W Cottage Pl",0,1,N/A
"March 16, 2018",Florida,Crestview,"Hickory Ave",0,2,N/A
"March 16, 2018",Alabama,Mobile,"Barbara Dr",0,1,N/A
"March 16, 2018",Colorado,"Colorado Springs","1800 block of Capulin Dr",0,1,N/A
"March 16, 2018",Georgia,Douglasville,"8465 Lynn Avenue",1,1,N/A
"March 16, 2018",Colorado,Aurora,"14200 E Alameda Pkwy",0,1,N/A
"March 16, 2018","South Carolina",Florence,"200 block of W Lucas St",0,1,N/A
"March 16, 2018",Pennsylvania,Lancaster,"Chester St and S Shippen St",0,1,N/A
"March 16, 2018",Michigan,Kalamazoo,"700 block of Howard St",0,1,N/A
"March 16, 2018",Pennsylvania,Philadelphia,"5600 block of N Marvine St",0,1,N/A
"March 16, 2018",Iowa,"Des Moines","910 Hull Ave",0,2,N/A
"March 16, 2018",Maryland,Baltimore,"2800 block of Harford Rd",0,1,N/A
"March 16, 2018",Illinois,Chicago,"5000 block of N Albany Ave",0,1,N/A
"March 16, 2018",Illinois,Chicago,"100 block of E 75th St",0,1,N/A
"March 16, 2018",Massachusetts,Malden,"Madison St",0,1,N/A
"March 16, 2018",Texas,Irving,"1400 W Airport Fwy",1,1,N/A
"March 16, 2018",Missouri,"Saint Louis","Missouri Ave and Keokuk St",0,1,N/A
"March 16, 2018",Colorado,Aurora,"1161 S Peoria St",0,2,N/A
"March 15, 2018",Utah,"Salt Lake City","1794 W Shannon Cir",0,1,N/A
"March 15, 2018",Virginia,"Newport News","76th St and Mytilene Dr",0,1,N/A
"March 15, 2018","New Jersey",Paterson,"19th Ave",0,1,N/A
"March 15, 2018","New Jersey",Paterson,"Fulton St",0,1,N/A
"March 15, 2018",California,Keyes,"Keyes Rd",0,1,N/A
"March 15, 2018",Alabama,Hamilton,"200 block of Robin St",0,1,N/A
"March 15, 2018",California,"San Diego","J St",0,1,N/A
"March 15, 2018",Kentucky,Richmond,"Rice Ln E",0,1,N/A
"March 15, 2018","New York",Syracuse,"100 block of Roney La",0,2,N/A
"March 15, 2018",Kentucky,Lexington,"Loneta Ave",0,1,N/A
"March 15, 2018",Alabama,Warrior,"2400 block of Elvester Rd",1,1,N/A
"March 15, 2018",Virginia,"Newport News","100 block of Jefferson Point Ln",0,2,N/A
"March 15, 2018",Virginia,Hampton,"Sloop Ct and Cunningham Dr",0,1,N/A
"March 15, 2018",Kentucky,Louisville,"4900 block of Seville Drive",0,1,N/A
"March 15, 2018",Texas,Houston,"6030 Dashwood Dr",0,3,N/A
"March 15, 2018",Georgia,Lagrange,"2860 Upper Big Springs Rd",0,1,N/A
"March 15, 2018",California,"San Bernardino","1100 block of N L St",0,1,N/A
"March 15, 2018",Iowa,"Cedar Rapids","2125 Westdale Dr SW",0,1,N/A
"March 15, 2018",California,"Long Beach","21st St and Locust Ave",0,1,N/A
"March 15, 2018",California,Fairfield,"Flamingo Dr and San Marco St",0,2,N/A
"March 15, 2018",Texas,Houston,"800 block of Maxey Rd",0,1,N/A
"March 15, 2018","South Carolina","New Ellenton","1100 block of Colbert Bridge Road",0,1,N/A
"March 15, 2018",Wisconsin,Milwaukee,"4200 block of N 27th St",2,2,N/A
"March 15, 2018",Alabama,Huntsville,"1901 Sparkman Dr NW",1,1,N/A
"March 15, 2018",Wisconsin,Milwaukee,"5200 block of N 49th St",0,1,N/A
"March 15, 2018",Wisconsin,Milwaukee,"3500 block of N Teutonia Ave",0,1,N/A
"March 15, 2018",Georgia,Atlanta,"600 block of Charlotte Pl",0,2,N/A
"March 15, 2018",Georgia,Savannah,"Oak Forest Dr",0,1,N/A
"March 15, 2018",Virginia,"Virginia Beach","Emerald Lake Drive",0,1,N/A
"March 15, 2018",Georgia,Atlanta,"2900 block of Delmar Ln NW",0,2,N/A
"March 15, 2018",Mississippi,Jackson,N/A,0,1,N/A
"March 15, 2018","New York","Staten Island","200 block of Gervil Street",0,1,N/A
"March 15, 2018",Michigan,Detroit,"11400 BLOCK OF WARWICK ST",0,1,N/A
"March 15, 2018",Virginia,Roanoke,"800 block of Jamison Ave",0,1,N/A
"March 15, 2018",Ohio,"Mount Sterling (Mt Sterling)","E Columbus St",0,2,N/A
"March 15, 2018",Illinois,Chicago,"800 block of E 86th St",0,1,N/A
"March 15, 2018",Illinois,Chicago,"700 block of W 83rd St",0,1,N/A
"March 15, 2018",Ohio,"Cincinnati (Forest Park)","1000 block of Hamlet Dr",0,2,N/A
"March 15, 2018",Wisconsin,Milwaukee,"7900 block of W Appleton Ave",0,1,N/A
"March 15, 2018",Ohio,Canton,"1700 block of 15th St SW",0,3,N/A
"March 15, 2018",Louisiana,Opelousas,"Statesman St and Adams St",1,1,N/A
"March 15, 2018",Louisiana,"New Orleans","2400 block of Jonquil St",0,1,N/A
"March 15, 2018",Georgia,Brunswick,"3600 Norwich St",0,1,N/A
"March 15, 2018",Pennsylvania,Philadelphia,"1400 block of Foulkrod St",0,1,N/A
"March 15, 2018",Illinois,"Richton Park","Saratoga Rd and Latonia Ln",0,2,N/A
"March 15, 2018",Indiana,Indianapolis,"1400 block of King Ave",0,1,N/A
"March 15, 2018",Illinois,Chicago,"3900 block of West Roosevelt Road",0,1,N/A
"March 15, 2018",Illinois,Chicago,"7100 S May St",0,1,N/A
"March 15, 2018","District of Columbia",Washington,"600 block of 12th St NW",0,1,N/A
"March 15, 2018",California,"San Leandro","San Leandro St",0,2,N/A
"March 15, 2018",Nebraska,Lincoln,"1200 block of Washington St",0,1,N/A
